Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Event Type,Location,Dining Option,Customer ID,Customer Reference ID,Unit,Count,Itemization Type,Fulfillment Note,Token
3/3/2024,14:39:07,Arizona,Beverage,Cold Brew,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.43 ,pqNMGSB7RQWimPcyTBV4ZmPndLHZY,F24xLHXcHPXiKBx7mIsu3UU1a6MZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4TAPRPEBRPQQDCHEEBKKT0SHM4,,ea,1,Physical Item,,TXCJ6YUWPBESEYC77LPODDPZ
3/3/2024,14:39:07,Arizona,None,Latte2,1,Regular,,"Small, Iced",$4.50 ,$0.00 ,$4.50 ,$0.43 ,pqNMGSB7RQWimPcyTBV4ZmPndLHZY,F24xLHXcHPXiKBx7mIsu3UU1a6MZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4TAPRPEBRPQQDCHEEBKKT0SHM4,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/3/2024,14:11:50,Arizona,None,Latte2,1,Regular,,"Small, Iced",$4.50 ,$0.00 ,$4.50 ,$0.43 ,z39UjUmOGTbg25XJgO7H1EsNNOMZY,z9IN9KjCsyue4Gw0GOgRcodp2gUZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,Z03KQ00DSC399FBM1VAHJAK0Z0,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/3/2024,14:07:22,Arizona,None,Latte2,1,Regular,,"Large, Iced",$5.50 ,$0.00 ,$5.50 ,$0.52 ,pu3yrA51Bt3X6QkRFpVUWateunZZY,7Z6OSLyEzIe6M6Myka4BM3g8SnZZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,B60TDG25HMGD632FM3RQDJ8F28,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/3/2024,14:02:14,Arizona,None,Americano,1,Regular,,"Small, Iced",$4.50 ,$0.00 ,$4.50 ,$0.43 ,pChguOpLG4ulgBN5zNG8QCUFMoZZY,LZ2mU0IDbaNQ8jVSYUIlkJX39HUZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,Z03KQ00DSC399FBM1VAHJAK0Z0,,ea,1,Physical Item,,PCITWDQ7OJ2UVHM3FMAGZ2JG
3/3/2024,13:15:03,Arizona,Beverage,Frapp,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,ls7QWAAlOdulkNqm1gWd6ydM22eZY,ZkQS2FDKvW7JijCmMnoNzWFRHkYZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DF4XTOX5LRFIBOLGNCC7SUHB
3/3/2024,13:09:16,Arizona,None,green tea peach lemonade,2,Regular,,Large,$11.00 ,$0.00 ,$11.00 ,$1.04 ,Vgx6Y8HfnYlDOdjnaWxgITXqbeSZY,7NWDITbhdK0BAOYuHXHpV2tZnrdZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4TZV3WASEBXM8YCE4K0HS6Q148,,ea,2,Physical Item,,FDCIVFQP5RQIHINBBRFI5FO5
3/3/2024,13:09:16,Arizona,None,Custom Amount,1,,,,$12.00 ,$0.00 ,$12.00 ,$0.00 ,Vgx6Y8HfnYlDOdjnaWxgITXqbeSZY,7NWDITbhdK0BAOYuHXHpV2tZnrdZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4TZV3WASEBXM8YCE4K0HS6Q148,,ea,1,,,
3/3/2024,13:09:16,Arizona,None,green tea peach lemonade,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.43 ,Vgx6Y8HfnYlDOdjnaWxgITXqbeSZY,7NWDITbhdK0BAOYuHXHpV2tZnrdZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4TZV3WASEBXM8YCE4K0HS6Q148,,ea,1,Physical Item,,FDCIVFQP5RQIHINBBRFI5FO5
3/3/2024,13:02:22,Arizona,None,Latte2,1,Regular,,"Small, Iced, Oat Milk, Add Shot",$5.50 ,$0.00 ,$5.50 ,$0.52 ,hM8Icvgjhg1ggibY9uhYasN7K2NZY,PVNx9Bes3J8tfQH1KLgEoceRovBZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,YQYRYBZMW417QWTAY3JC24PT9W,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/3/2024,12:54:32,Arizona,None,Flavored Lemonade,1,Regular,,Large,$5.00 ,$0.00 ,$5.00 ,$0.48 ,xmnDiMMVSeYFhkvuhuJog7pR4MBZY,dUZdFIf5zqPLY5xHpcRdlChFkEfZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,8BE0E38MTPEEZY15JKC0TE5FRW,,ea,1,Physical Item,,RRX7EMQ7W4IRUPFBMKADJVCI
3/3/2024,12:51:16,Arizona,None,Flavored Lemonade,1,Regular,,Large,$5.00 ,$0.00 ,$5.00 ,$0.48 ,nZNiYC2kIuT162X8527FOiTiqpRZY,XBH6UTKKYdh7oDFPnihexWSUp6ZZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,8BE0E38MTPEEZY15JKC0TE5FRW,,ea,1,Physical Item,,RRX7EMQ7W4IRUPFBMKADJVCI
3/3/2024,12:47:28,Arizona,Beverage,Frapp,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,jbPEaDCndqviNHgHRcnTq6xcHzIZY,VALCVEifB9BasXJQWOmPV5s4vqVZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,SGJ3TY9EE6108JETJEC2PAJ59R,,ea,1,Physical Item,,DF4XTOX5LRFIBOLGNCC7SUHB
3/3/2024,12:34:00,Arizona,None,Frozen Lemonade,1,Regular,,"Large, Blue Raspberry",$5.50 ,$0.00 ,$5.50 ,$0.52 ,ZQqrPnveYKEDz25dxbSPxAAj3dJZY,5IUn0gOQtVey3qtbXRfeRMij8ndZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,8BE0E38MTPEEZY15JKC0TE5FRW,,ea,1,Physical Item,,KFPT2MVEJXBK52DE3RA5EG2C
3/3/2024,12:22:01,Arizona,Beverage,Cold Brew,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.43 ,FAPZ1clXyC3VPlxPPNuPNOHmY07YY,VU1OLEaAp1W7tlMc63zU6r8XuMXZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,TXCJ6YUWPBESEYC77LPODDPZ
3/3/2024,11:48:06,Arizona,Coffee & Tea,dirty filthy little chai,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.43 ,9gHqM21mnPAUTzZuCIzvwCPkN1QZY,1oXE4jDANI6TtLblOUTaaQiYHhZZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DP2V5GQX6QUNBDKRQRRT25RZ
3/3/2024,11:48:06,Arizona,Beverage,Frapp,1,Regular,,Small,$5.00 ,$0.00 ,$5.00 ,$0.47 ,9gHqM21mnPAUTzZuCIzvwCPkN1QZY,1oXE4jDANI6TtLblOUTaaQiYHhZZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DF4XTOX5LRFIBOLGNCC7SUHB
3/3/2024,11:46:48,Arizona,None,Matcha Monk,1,Regular,,"Small, Iced",$5.00 ,$0.00 ,$5.00 ,$0.48 ,JMOA1pT0vRjWgmIri7HOVjntWC7YY,Js6VxSVmdqL87M9PT7nk9DEWhT9YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,CWT4TOXSPOTORMC2XRE54AXR
3/3/2024,11:41:17,Arizona,None,Latte2,1,Regular,,"Large, Iced, White Chocolate, Brown Sugar Cinnamon, Cold Foam",$6.00 ,$0.00 ,$6.00 ,$0.57 ,B8aLe5RlLZ7hyobe5JJrpWIi4jQZY,bxyqXjKuSnkKt7RbL0rkrHHUM25YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,S3JYRF5FE8S8QN3D20R5P53R40,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/3/2024,11:41:17,Arizona,Beverage,Frapp,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,B8aLe5RlLZ7hyobe5JJrpWIi4jQZY,bxyqXjKuSnkKt7RbL0rkrHHUM25YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,S3JYRF5FE8S8QN3D20R5P53R40,,ea,1,Physical Item,,DF4XTOX5LRFIBOLGNCC7SUHB
3/3/2024,11:38:03,Arizona,Beverage,Frapp,1,Regular,,Small,$5.00 ,$0.00 ,$5.00 ,$0.48 ,35Fs5yaX5dkKIM5aTWJQiM5PGOIZY,TTVQ0YbHFyL7zeLQeEgtCMKGAVNZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DF4XTOX5LRFIBOLGNCC7SUHB
3/3/2024,11:38:03,Arizona,Beverage,Kids Milk,1,Regular,,"Small, Iced",$4.00 ,$0.00 ,$4.00 ,$0.38 ,35Fs5yaX5dkKIM5aTWJQiM5PGOIZY,TTVQ0YbHFyL7zeLQeEgtCMKGAVNZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,SLQGA5PJF7IVPOUWC4E545XU
3/3/2024,11:19:21,Arizona,None,Matcha Monk,1,Regular,,"Large, Iced",$6.00 ,$0.00 ,$6.00 ,$0.57 ,BIGuS3VqUUzY5RX6KpML5m9PjEQZY,LhmynyVdeiBubQxzTDRnJntUpEYZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,CWT4TOXSPOTORMC2XRE54AXR
3/3/2024,11:17:53,Arizona,None,Latte2,1,Regular,,"Large, Iced, Almond Milk",$6.00 ,$0.00 ,$6.00 ,$0.57 ,f9RsYuc7JmiEkbWvj19EfYKN3qIZY,jDRm7PTVX0iIG5IZJ59OuvSvaU9YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,PTXGT0D0T3ECPAQWNFVBY9CC88,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/3/2024,11:17:05,Arizona,Beverage,Frapp,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,z9kAXD0x6SimQVZZeHTgeQtPkRdZY,9iqc4auwOohBvszwDtPX1C326F8YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DF4XTOX5LRFIBOLGNCC7SUHB
3/3/2024,11:17:05,Arizona,Coffee & Tea,dirty filthy little chai,1,Regular,,Large,$5.50 ,$0.00 ,$5.50 ,$0.52 ,z9kAXD0x6SimQVZZeHTgeQtPkRdZY,9iqc4auwOohBvszwDtPX1C326F8YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DP2V5GQX6QUNBDKRQRRT25RZ
3/3/2024,11:15:01,Arizona,None,Latte2,1,Regular,,"Large, Iced",$5.50 ,$0.00 ,$5.50 ,$0.52 ,ntxTLz6CitboIsEZZeHITej8oaEZY,ly4cwA7suVg2R9kopCthT1hbHkQZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,0Z3X6XBTH8MNQVCR94TMH63AHM,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/3/2024,11:08:14,Arizona,Beverage,Coffee,2,Regular,,Small,$6.00 ,$0.00 ,$6.00 ,$0.57 ,Je5zDCY1rRQVoAMPRQaNMAKkg1KZY,5YEvgbhR8MPwBvRl0s6m22IRr4LZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,2,Physical Item,,UJA5HV7JTH34V4OG6F2VNHJL
3/3/2024,11:06:37,Arizona,Beverage,Cold Brew,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.43 ,npB2C2dqWAg8vQ9l9yprrEG5DfLZY,tyCKSXtxBdv8aLmGOxcVU4O5jjXZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,TXCJ6YUWPBESEYC77LPODDPZ
3/3/2024,11:01:49,Arizona,None,caramel cold brew,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,18VLv7lhgYUyFomULmFepPvLf5JZY,PZJQ84GwFqFoz5ZU28xvwFmVwoGZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4MVPQ4FJGZGA5F9MQR2SQ7DP3R,,ea,1,Physical Item,,MI22GVF4CT7MBTYYEIOZOY3Q
3/3/2024,11:01:49,Arizona,Coffee & Tea,Shaken Espresso,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,18VLv7lhgYUyFomULmFepPvLf5JZY,PZJQ84GwFqFoz5ZU28xvwFmVwoGZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4MVPQ4FJGZGA5F9MQR2SQ7DP3R,,ea,1,Physical Item,,BHRIOWQJTWZGACYOVTOGGBVN
3/3/2024,10:43:53,Arizona,None,Matcha Monk,1,Regular,,"Small, Iced, Whole Milk",$5.00 ,$0.00 ,$5.00 ,$0.48 ,VcjEYiYNEPu89hO54waCMgtkb0HZY,1eqCt9dn9m4bHY1Wjx0zL8tvOw7YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,CWT4TOXSPOTORMC2XRE54AXR
3/3/2024,10:43:53,Arizona,Coffee & Tea,dirty filthy little chai,1,Regular,,Large,$5.50 ,$0.00 ,$5.50 ,$0.52 ,VcjEYiYNEPu89hO54waCMgtkb0HZY,1eqCt9dn9m4bHY1Wjx0zL8tvOw7YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DP2V5GQX6QUNBDKRQRRT25RZ
3/3/2024,10:26:14,Arizona,Coffee & Tea,Shaken Espresso,1,Regular,,Small,$5.00 ,$0.00 ,$5.00 ,$0.48 ,JW99Uhea1eIU9SNmrFvSVrHifIDZY,PFnKpBIqmR0w2NxskO2VuKYxhcPZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4Z58CN1XKMEM626D7YW7P2Z0PR,,ea,1,Physical Item,,BHRIOWQJTWZGACYOVTOGGBVN
3/3/2024,10:20:43,Arizona,None,pink elixir,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,Nol3tL2FMVIZiMAh1gGwqk8gFqDZY,LZaunAmayVhe4bIEsywiaUye7kIZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,EAVSF773MY033ZZ99QVSDRTE9W,,ea,1,Physical Item,,LSGRIIFUTAUKRO3DHGTF7OQQ
3/3/2024,10:20:43,Arizona,None,Latte2,1,Regular,,"Large, Iced",$5.50 ,$0.00 ,$5.50 ,$0.52 ,Nol3tL2FMVIZiMAh1gGwqk8gFqDZY,LZaunAmayVhe4bIEsywiaUye7kIZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,EAVSF773MY033ZZ99QVSDRTE9W,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/3/2024,10:18:45,Arizona,None,Pumpkin Spice Latte,1,Regular,,"Small, Iced",$4.50 ,$0.00 ,$4.50 ,$0.43 ,7nTm8CPIepvrcDDqZ6RPlH4t1uQZY,3JNtv56R5Z8Jn6L4UqMqw3T8wZMZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,H450BMRG7DZN27EKV99F0DWF84,,ea,1,Physical Item,,EBRC5RYKJGP3VKFNM5YADTB4
3/3/2024,10:18:45,Arizona,None,caramel cold brew,1,Regular,,Small,$5.00 ,$0.00 ,$5.00 ,$0.48 ,7nTm8CPIepvrcDDqZ6RPlH4t1uQZY,3JNtv56R5Z8Jn6L4UqMqw3T8wZMZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,H450BMRG7DZN27EKV99F0DWF84,,ea,1,Physical Item,,MI22GVF4CT7MBTYYEIOZOY3Q
3/3/2024,10:18:45,Arizona,Food,Muffin,1,Regular,,,$3.00 ,$0.00 ,$3.00 ,$0.28 ,7nTm8CPIepvrcDDqZ6RPlH4t1uQZY,3JNtv56R5Z8Jn6L4UqMqw3T8wZMZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,H450BMRG7DZN27EKV99F0DWF84,,ea,1,Physical Item,,TN37QRRNKEEOQDEQ4TRVZSU3
3/3/2024,9:56:11,Arizona,None,Macchiato,1,Regular,,"Large, Hot",$5.50 ,$0.00 ,$5.50 ,$0.52 ,NU3FL6mjkUO2msvD4Pw4OELX1z7YY,nrOTT7aLoq0wvXnpog436SgS7AaZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,7JKJHLXFJB5N2EU4RATCSK2A
3/3/2024,9:56:11,Arizona,None,Latte2,1,Regular,,"Small, Hot, Almond Milk",$5.00 ,$0.00 ,$5.00 ,$0.48 ,NU3FL6mjkUO2msvD4Pw4OELX1z7YY,nrOTT7aLoq0wvXnpog436SgS7AaZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/3/2024,9:50:48,Arizona,None,Latte2,2,Regular,,"Large, Hot, Almond Milk, Vanilla, Caramel",$12.00 ,$0.00 ,$12.00 ,$1.14 ,v8XRw8i7b0T9PNe67R67NlleV,Xf6GLWnEuK6SZkZ31n6rHnmcuaB,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,V6C0VPHGD5YK1BQ5NAD1WVSFS4,,ea,2,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/2/2024,18:02:46,Arizona,Beverage,Hot Chocolate,1,Regular,,Small,$4.00 ,$0.00 ,$4.00 ,$0.38 ,hun5GF3JgwQdz1PObOCyjR1YVIcZY,jf5Zw6ELPqxkMT1rrhGkNeSzwLaZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,J246R79XJ2FWBVCK76YSMBDYWR,,ea,1,Physical Item,,5TNP6XVM6DSCJ4SHURGGM53F
3/2/2024,17:59:37,Arizona,None,Chai Tea,1,Regular,,"Large, Hot",$5.50 ,$0.00 ,$5.50 ,$0.52 ,L7TjjdUsSoZINrc6OFeU4DxJk0BZY,dGufxLG3ww1XVAo2Ge4czlQ7olPZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,LUVMKNA7JZLYTRIML5SAZU4E
3/2/2024,17:50:21,Arizona,Beverage,Cold Brew,1,Regular,,Large,$5.50 ,$0.00 ,$5.50 ,$0.52 ,fHq8xt4uGJnnxMUoGiupZHXruRbZY,vzaeyXT6AESX1P5DHqd5yYvuVrVZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,TZ1JM7E58168Q9WF8KK1CHBA9R,,ea,1,Physical Item,,TXCJ6YUWPBESEYC77LPODDPZ
3/2/2024,17:49:41,Arizona,Beverage,Cream Frapp,1,Regular,,Small,$5.00 ,$0.00 ,$5.00 ,$0.48 ,vlbvM4BacsmubZZNkCPDvnR0UEZZY,DDH3E7OzyFrBdwW1SQUkP2gweqUZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,KRUUZO3C7GO2IHHNTSZRWQNQ
3/2/2024,17:28:35,Arizona,Beverage,Cream Frapp,2,Regular,,Large,$12.00 ,$0.00 ,$12.00 ,$1.14 ,vl3T5xDpkjbFZmenY3jUHEwEHAWZY,x0QHx5XjApVtTIEvs2uTFVRFB0VZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,2,Physical Item,,KRUUZO3C7GO2IHHNTSZRWQNQ
3/2/2024,17:21:05,Arizona,Coffee & Tea,dirty filthy little chai,1,Regular,,Large,$5.50 ,$0.00 ,$5.50 ,$0.52 ,L3voMU6ZhMRSWGwWRqQ6hy3p0IMZY,zLJiXFfbYt7xqq9uqesRVwmXJyHZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,CZ50KXJ9ZB7TR4TBFE7RCAXBD4,,ea,1,Physical Item,,DP2V5GQX6QUNBDKRQRRT25RZ
3/2/2024,17:19:58,Arizona,None,Latte2,1,Regular,,"Small, Hot",$4.50 ,$0.00 ,$4.50 ,$0.43 ,92S81IEuHncNDPIGZRc2SsboqcUZY,dwpIw5SlN1ySq5ayvXwfDfN4hg9YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/2/2024,17:10:19,Arizona,Beverage,Frapp,1,Regular,,Small,$5.00 ,$0.00 ,$5.00 ,$0.47 ,j9k2V2vSyk46apTQ27OiW4ZAYaDZY,rRkdlO2MTHHxtMYVMARgf6jjojXZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DF4XTOX5LRFIBOLGNCC7SUHB
3/2/2024,17:10:19,Arizona,None,Frozen Lemonade,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.43 ,j9k2V2vSyk46apTQ27OiW4ZAYaDZY,rRkdlO2MTHHxtMYVMARgf6jjojXZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,KFPT2MVEJXBK52DE3RA5EG2C
3/2/2024,17:01:35,Arizona,Beverage,Cold Brew,1,Regular,,Large,$5.50 ,$0.00 ,$5.50 ,$0.52 ,X5pe7UJuy3xpyN5YRgI0rBp2kVfZY,vzINUeNYqRgtJ1iOIEN5D2GrMZMZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,TXCJ6YUWPBESEYC77LPODDPZ
3/2/2024,16:56:24,Arizona,Coffee & Tea,Shaken Espresso,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,VOa9RqpGXvoDRUZVjS3nCjnL16RZY,PfaZ5s7GkfWevdXQEGhlq4YH3dIZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,GKEA54QQ4JYYZ27GBHNHYRJEY0,,ea,1,Physical Item,,BHRIOWQJTWZGACYOVTOGGBVN
3/2/2024,16:55:11,Arizona,Coffee & Tea,dirty filthy little chai,1,Regular,,Large,$5.50 ,$0.00 ,$5.50 ,$0.52 ,3j2QAChoce90Ih6bgomHjhoorN7YY,ZG5eAKHGcYrLPDibRYMFmXVqemPZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DP2V5GQX6QUNBDKRQRRT25RZ
3/2/2024,16:55:11,Arizona,None,Flavored Lemonade,1,Regular,,Large,$5.00 ,$0.00 ,$5.00 ,$0.48 ,3j2QAChoce90Ih6bgomHjhoorN7YY,ZG5eAKHGcYrLPDibRYMFmXVqemPZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,RRX7EMQ7W4IRUPFBMKADJVCI
3/2/2024,16:45:00,Arizona,None,Frozen Lemonade,3,Regular,,Large,$16.50 ,$0.00 ,$16.50 ,$1.57 ,d0jRE36fascSAE0IM48mYw1JnVLZY,n1h6VuFjeFeVpqNKwwxRbxhUvg6YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,3,Physical Item,,KFPT2MVEJXBK52DE3RA5EG2C
3/2/2024,16:42:52,Arizona,None,Matcha Monk,1,Regular,,"Large, Hot, Add Shot",$6.50 ,$0.00 ,$6.50 ,$0.62 ,Z84fLXdvmQ4x3MWe9i8VcZUJqQBZY,jZYGWOSJI8swEzEBH0FW6mPTXuLZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,NYJV5EW0R8GT19WN6B0119C2P0,,ea,1,Physical Item,,CWT4TOXSPOTORMC2XRE54AXR
3/2/2024,16:34:09,Arizona,None,Flavored Lemonade,1,Regular,,Large,$5.00 ,$0.00 ,$5.00 ,$0.48 ,BqDcgAdFmoNRFmcoQv8av5N6iIaZY,dOCvFxZp74cBKzK8QD4mCyp8sP8YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,RRX7EMQ7W4IRUPFBMKADJVCI
3/2/2024,16:32:40,Arizona,None,Frozen Lemonade,1,Regular,,Large,$5.50 ,$0.00 ,$5.50 ,$0.52 ,RQ8ZxTj9tgDT1ecUkyg2nRCRGrZZY,fRz7xi6ndQ406l7IO2KUnZ6ML39YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,KFPT2MVEJXBK52DE3RA5EG2C
3/2/2024,16:25:40,Arizona,Coffee & Tea,dirty filthy little chai,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.43 ,Ld8NLIZl3bb1huazjYtyIfqXIWFZY,rvV67wDHeCOcrhvOzIV0JRl1tkAZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DP2V5GQX6QUNBDKRQRRT25RZ
3/2/2024,16:24:52,Arizona,None,Flavored Lemonade,1,Regular,,Large,$5.00 ,$0.00 ,$5.00 ,$0.48 ,XdPQxRdERU0sv7PHZlYsQSO4nNTZY,nhXWLSnIHvesfUxYrRnVhDJs1rBZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,RRX7EMQ7W4IRUPFBMKADJVCI
3/2/2024,16:23:26,Arizona,Coffee & Tea,Shaken Espresso,1,Regular,,Small,$5.00 ,$0.00 ,$5.00 ,$0.48 ,9grYFZm5yfb1Z6xAGzqlIZWSyJHZY,3vQH6SQ80cJTaypoww96tNddYCVZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,BHRIOWQJTWZGACYOVTOGGBVN
3/2/2024,16:23:26,Arizona,None,Latte2,1,Regular,,"Small, Hot",$4.50 ,$0.00 ,$4.50 ,$0.43 ,9grYFZm5yfb1Z6xAGzqlIZWSyJHZY,3vQH6SQ80cJTaypoww96tNddYCVZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
3/2/2024,16:23:26,Arizona,Beverage,Cold Brew,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.42 ,9grYFZm5yfb1Z6xAGzqlIZWSyJHZY,3vQH6SQ80cJTaypoww96tNddYCVZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,TXCJ6YUWPBESEYC77LPODDPZ
3/2/2024,16:23:26,Arizona,None,Frozen Lemonade,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.43 ,9grYFZm5yfb1Z6xAGzqlIZWSyJHZY,3vQH6SQ80cJTaypoww96tNddYCVZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,KFPT2MVEJXBK52DE3RA5EG2C
